date;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;TromsÃ¸;EE;LV;LT
13-05-2018;23 - 00;149,51;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67;144,67
14-05-2018;00 - 01;146,23;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35;147,35
14-05-2018;01 - 02;133,42;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28;121,28
14-05-2018;02 - 03;119,19;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26;105,26
14-05-2018;03 - 04;119,27;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77;110,77
14-05-2018;04 - 05;119,42;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36;116,36
14-05-2018;05 - 06;206,28;195,62;195,62;195,62;195,62;195,62;193,69;195,62;195,62;195,62;195,62;195,62;195,62;195,62;195,62;195,62;195,62
14-05-2018;06 - 07;279,80;277,94;277,94;277,94;277,94;320,78;279,88;277,94;277,94;277,94;277,94;277,94;277,94;277,94;320,78;320,78;320,78
14-05-2018;07 - 08;301,03;402,72;402,72;402,72;402,72;581,21;402,72;402,72;283,53;283,53;283,53;284,87;284,87;284,87;581,21;581,21;581,21
14-05-2018;08 - 09;306,40;432,15;432,15;432,15;432,15;1489,23;432,15;432,15;282,34;282,34;282,34;288,37;288,37;288,37;1489,23;1489,23;1489,23
14-05-2018;09 - 10;305,88;415,91;415,91;415,91;415,91;587,84;415,91;415,91;281,59;281,59;281,59;288,22;288,22;288,22;587,84;587,84;587,84
14-05-2018;10 - 11;302,38;378,36;378,36;378,36;378,36;550,89;378,36;378,36;280,55;280,55;280,55;286,88;286,88;286,88;550,89;550,89;550,89
14-05-2018;11 - 12;295,89;316,08;316,08;316,08;316,08;496,88;316,08;316,08;279,28;279,28;279,28;286,21;286,21;286,21;496,88;496,88;496,88
14-05-2018;12 - 13;291,42;305,21;305,21;305,21;305,21;522,66;305,21;305,21;278,69;278,69;278,69;284,79;284,79;284,79;522,66;522,66;522,66
14-05-2018;13 - 14;287,18;298,50;298,50;298,50;298,50;552,60;298,50;298,50;278,02;278,02;278,02;284,20;284,20;284,20;552,60;552,60;552,60
14-05-2018;14 - 15;283,30;296,86;296,86;296,86;296,86;347,22;296,86;296,86;278,31;278,31;278,31;283,53;283,53;283,53;347,22;480,34;480,34
14-05-2018;15 - 16;281,22;281,89;281,89;281,89;281,89;292,24;281,89;281,89;277,42;277,42;277,42;281,89;281,89;281,89;292,24;459,26;459,26
14-05-2018;16 - 17;278,54;278,76;278,76;278,76;278,76;278,76;278,76;278,76;275,11;275,11;275,11;278,76;278,76;278,76;278,76;429,09;429,09
14-05-2018;17 - 18;277,05;273,69;273,69;273,69;273,69;291,57;273,69;273,69;273,69;273,69;273,69;273,69;273,69;273,69;291,57;416,87;416,87
14-05-2018;18 - 19;286,58;305,50;305,50;305,50;305,50;395,20;305,50;305,50;278,24;278,24;278,24;280,77;280,77;280,77;395,20;407,71;407,71
14-05-2018;19 - 20;287,77;321,07;321,07;321,07;321,07;335,08;321,07;321,07;278,09;278,09;278,09;280,70;280,70;280,70;335,08;430,13;430,13
14-05-2018;20 - 21;285,46;304,46;304,46;304,46;304,46;304,46;318,91;318,91;278,83;278,83;278,83;280,92;280,92;280,92;304,46;460,83;460,83
14-05-2018;21 - 22;285,02;303,27;303,27;303,27;303,27;303,27;303,42;303,42;279,36;279,36;279,36;280,92;280,92;280,92;303,27;428,72;428,72
14-05-2018;22 - 23;279,73;277,87;277,87;277,87;277,87;277,87;277,87;277,87;277,87;277,87;277,87;277,87;277,87;277,87;277,87;315,49;315,49
14-05-2018;23 - 00;245,68;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25;240,25
15-05-2018;00 - 01;243,48;241,10;241,10;241,10;241,10;241,10;241,10;241,10;241,10;241,10;241,10;241,10;241,10;241,10;241,10;268,96;268,96
15-05-2018;01 - 02;231,49;225,30;225,30;225,30;225,30;225,30;225,30;225,30;225,30;225,30;225,30;225,30;225,30;225,30;225,30;268,29;268,29
15-05-2018;02 - 03;218,82;214,95;214,95;214,95;214,95;214,95;214,95;214,95;214,95;214,95;214,95;214,95;214,95;214,95;214,95;268,37;268,37
15-05-2018;03 - 04;212,19;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;253,69;253,69
15-05-2018;04 - 05;230,00;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59;223,59
15-05-2018;05 - 06;247,73;242,74;242,74;242,74;242,74;242,74;242,74;242,74;242,74;242,74;242,74;242,74;242,74;242,74;242,74;287,37;287,37
15-05-2018;06 - 07;278,50;275,89;275,89;275,89;305,55;347,49;305,55;305,55;275,89;275,89;275,89;275,89;275,89;275,89;347,49;347,49;347,49
15-05-2018;07 - 08;297,42;306,66;306,66;306,66;566,54;566,54;406,80;566,54;281,78;281,78;281,78;286,40;286,40;286,40;566,54;566,54;566,54
15-05-2018;08 - 09;304,87;436,60;436,60;436,60;706,38;706,38;436,60;706,38;277,23;277,23;277,23;289,30;289,30;289,30;706,38;706,38;706,38
15-05-2018;09 - 10;305,25;406,42;406,42;406,42;696,70;696,70;406,42;696,70;276,41;276,41;276,41;289,97;289,97;289,97;696,70;696,70;696,70
15-05-2018;10 - 11;301,75;381,47;381,47;381,47;644,17;644,17;381,47;644,17;275,74;275,74;275,74;288,86;288,86;288,86;644,17;644,17;644,17
15-05-2018;11 - 12;296,01;364,33;364,33;364,33;638,21;562,89;364,33;638,21;273,66;273,66;273,66;287,74;287,74;287,74;562,89;638,21;638,21
15-05-2018;12 - 13;292,43;346,45;346,45;346,45;434,29;531,15;346,45;434,29;275,97;275,97;275,97;286,92;286,92;286,92;531,15;699,83;699,83
15-05-2018;13 - 14;290,35;329,83;329,83;329,83;374,76;484,88;329,83;374,76;275,52;275,52;275,52;287,14;287,14;287,14;484,88;700,94;700,94
15-05-2018;14 - 15;285,28;305,99;305,99;305,99;352,56;305,99;305,99;352,56;274,40;274,40;274,40;286,25;286,25;286,25;305,99;516,02;516,02
15-05-2018;15 - 16;281,93;301,75;301,75;301,75;301,75;301,75;301,75;301,75;272,91;272,91;272,91;284,31;284,31;284,31;301,75;438,39;438,39
15-05-2018;16 - 17;279,10;282,15;282,15;282,15;297,35;282,15;297,35;297,35;270,08;270,08;270,08;282,15;282,15;282,15;282,15;436,52;436,52
15-05-2018;17 - 18;279,99;305,99;305,99;305,99;305,99;305,99;305,99;305,99;268,96;268,96;268,96;281,63;281,63;281,63;305,99;443,75;443,75
15-05-2018;18 - 19;281,03;311,06;311,06;311,06;356,88;335,27;356,88;356,88;269,78;269,78;269,78;279,69;279,69;279,69;335,27;441,07;441,07
15-05-2018;19 - 20;280,88;280,66;280,66;280,66;372,53;314,26;372,53;372,53;273,14;273,14;273,14;279,99;279,99;279,99;314,26;431,23;431,23
15-05-2018;20 - 21;276,56;270,30;270,30;270,30;372,23;270,30;372,23;372,23;270,30;270,30;270,30;270,30;270,30;270,30;270,30;438,61;438,61
15-05-2018;21 - 22;277,23;275,22;275,22;275,22;350,77;275,22;350,77;350,77;272,24;272,24;272,24;275,22;275,22;275,22;275,22;350,77;350,77
15-05-2018;22 - 23;272,76;260,99;260,99;260,99;343,32;260,99;345,18;345,18;259,95;259,95;259,95;260,99;260,99;260,99;260,99;343,32;343,32
15-05-2018;23 - 00;245,64;241,02;241,02;241,02;241,02;241,02;300,03;300,03;241,02;241,02;241,02;241,02;241,02;241,02;241,02;241,02;241,02
16-05-2018;00 - 01;252,61;251,87;251,87;251,87;251,87;251,87;251,87;251,87;251,87;251,87;251,87;251,87;251,87;251,87;251,87;288,30;288,30
16-05-2018;01 - 02;245,46;240,99;240,99;240,99;240,99;240,99;240,99;240,99;240,99;240,99;240,99;240,99;240,99;240,99;240,99;290,31;290,31
16-05-2018;02 - 03;240,47;237,86;237,86;237,86;237,86;237,86;237,86;237,86;237,86;237,86;237,86;237,86;237,86;237,86;237,86;298,80;298,80
16-05-2018;03 - 04;237,56;232,57;232,57;232,57;232,57;232,57;232,57;232,57;232,57;232,57;232,57;232,57;232,57;232,57;232,57;297,61;297,61
16-05-2018;04 - 05;236,45;231,16;231,16;231,16;231,16;231,16;231,16;231,16;231,16;231,16;231,16;231,16;231,16;231,16;231,16;288,22;288,22
16-05-2018;05 - 06;256,93;253,73;253,73;253,73;253,73;253,73;253,73;253,73;253,73;253,73;253,73;253,73;253,73;253,73;253,73;288,30;288,30
16-05-2018;06 - 07;283,53;285,69;285,69;285,69;342,30;344,02;342,30;342,30;276,23;276,23;276,23;285,69;285,69;285,69;344,02;363,09;363,09
16-05-2018;07 - 08;304,98;412,70;412,70;412,70;769,16;730,13;412,70;769,16;278,09;278,09;278,09;292,17;292,17;292,17;730,13;1489,97;1489,97
16-05-2018;08 - 09;312,73;448,53;448,53;448,53;871,96;1490,27;448,53;871,96;280,25;280,25;280,25;294,78;294,78;294,78;1490,27;1527,52;1527,52
16-05-2018;09 - 10;311,54;403,02;403,02;403,02;1320,20;1638,52;403,02;1320,20;279,43;279,43;279,43;294,26;294,26;294,26;1638,52;1638,52;1638,52
16-05-2018;10 - 11;310,12;379,18;379,18;379,18;1273,79;1475,75;379,18;1273,79;278,69;278,69;278,69;294,70;294,70;294,70;1475,75;1527,59;1527,59
16-05-2018;11 - 12;305,28;360,26;360,26;360,26;1130,91;1408,25;360,26;1130,91;277,64;277,64;277,64;294,55;294,55;294,55;1408,25;1490,05;1490,05
16-05-2018;12 - 13;299,77;323,53;323,53;323,53;1026,84;901,61;323,53;1026,84;277,20;277,20;277,20;294,70;294,70;294,70;901,61;1899,85;1899,85
16-05-2018;13 - 14;296,86;301,63;301,63;301,63;1024,16;730,35;301,70;1024,16;277,20;277,20;277,20;294,70;294,70;294,70;730,35;1527,82;1527,82
16-05-2018;14 - 15;283,01;284,35;284,35;284,35;826,60;284,35;284,35;826,60;276,38;276,38;276,38;284,35;284,35;284,35;284,35;826,60;826,60
16-05-2018;15 - 16;276,90;270,42;270,42;270,42;283,75;270,42;270,42;283,75;270,42;270,42;270,42;270,42;270,42;270,42;270,42;678,80;678,80
16-05-2018;16 - 17;276,30;268,26;268,26;268,26;268,26;268,26;266,47;268,26;268,26;268,26;268,26;268,26;268,26;268,26;268,26;522,36;522,36
16-05-2018;17 - 18;278,91;274,89;274,89;274,89;299,54;300,21;276,67;299,54;274,89;274,89;274,89;274,89;274,89;274,89;300,21;442,35;442,35
16-05-2018;18 - 19;283,16;276,75;276,75;276,75;300,66;344,09;300,66;300,66;276,75;276,75;276,75;276,75;276,75;276,75;344,09;435,72;435,72
16-05-2018;19 - 20;280,85;274,29;274,29;274,29;313,10;343,72;313,10;313,10;274,29;274,29;274,29;274,29;274,29;274,29;343,72;437,51;437,51
16-05-2018;20 - 21;272,65;262,07;262,07;262,07;312,88;262,07;312,88;312,88;262,07;262,07;262,07;262,07;262,07;262,07;262,07;458,22;458,22
16-05-2018;21 - 22;265,05;258,57;258,57;258,57;292,84;258,57;292,84;292,84;258,57;258,57;258,57;258,57;258,57;258,57;258,57;436,09;436,09
16-05-2018;22 - 23;250,08;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01;245,01
16-05-2018;23 - 00;186,09;153,76;153,76;153,76;153,76;153,76;153,76;153,76;153,76;153,76;153,76;170,67;170,67;170,67;153,76;208,73;208,73
17-05-2018;00 - 01;162,83;148,46;148,46;148,46;148,46;148,46;148,46;148,46;148,46;148,46;148,46;221,23;221,23;221,23;148,46;288,27;288,27
17-05-2018;01 - 02;82,91;74,94;74,94;74,94;74,94;74,94;74,94;74,94;74,94;74,94;74,94;197,84;197,84;197,84;74,94;194,19;194,19
17-05-2018;02 - 03;51,40;38,51;38,51;38,51;38,51;38,51;38,51;38,51;38,51;38,51;38,51;164,32;164,32;164,32;38,51;253,56;253,56
17-05-2018;03 - 04;50,21;38,14;38,14;38,14;38,14;38,14;38,14;38,14;38,14;38,14;38,14;116,80;116,80;116,80;38,14;253,64;253,64
17-05-2018;04 - 05;44,84;36,43;36,43;36,43;36,43;36,43;36,43;36,43;36,43;36,43;36,43;78,21;78,21;78,21;36,43;303,17;303,17
17-05-2018;05 - 06;190,39;185,25;185,25;185,25;185,25;185,25;185,25;185,25;185,25;185,25;185,25;185,55;185,55;185,55;185,25;303,84;303,84
17-05-2018;06 - 07;248,72;245,44;245,44;245,44;269,58;287,97;269,58;269,58;245,44;245,44;245,44;245,44;245,44;245,44;287,97;367,75;367,75
17-05-2018;07 - 08;270,25;264,81;264,81;264,81;330,14;359,78;318,81;330,14;264,81;264,81;264,81;264,81;264,81;264,81;359,78;1489,93;1489,93
17-05-2018;08 - 09;284,25;274,27;274,27;274,27;595,61;435,69;336,09;595,61;274,27;274,27;274,27;274,27;274,27;274,27;435,69;678,45;678,45
17-05-2018;09 - 10;287,01;281,27;281,27;281,27;646,79;455,05;322,16;646,79;281,27;281,27;281,27;281,27;281,27;281,27;455,05;677,92;677,92
17-05-2018;10 - 11;287,68;283,28;283,28;283,28;684,78;416,91;313,82;684,78;283,28;283,28;283,28;283,28;283,28;283,28;416,91;684,78;684,78
17-05-2018;11 - 12;285,74;282,98;282,98;282,98;378,18;432,71;304,88;378,18;282,98;282,98;282,98;282,98;282,98;282,98;432,71;634,87;634,87
17-05-2018;12 - 13;279,11;273,52;273,52;273,52;297,51;404,25;270,40;297,51;273,52;273,52;273,52;273,52;273,52;273,52;404,25;678,45;678,45
17-05-2018;13 - 14;270,25;267,12;267,12;267,12;267,12;395,16;266,15;267,12;267,12;267,12;267,12;267,12;267,12;267,12;395,16;707,79;707,79
17-05-2018;14 - 15;258,33;257,51;257,51;257,51;257,51;257,51;257,51;257,51;257,51;257,51;257,51;257,51;257,51;257,51;257,51;504,07;504,07
17-05-2018;15 - 16;249,91;248,72;248,72;248,72;248,72;248,72;248,72;248,72;248,72;248,72;248,72;248,72;248,72;248,72;248,72;708,09;708,09
17-05-2018;16 - 17;244,62;244,99;244,99;244,99;244,99;244,99;222,50;244,99;244,99;244,99;244,99;244,99;244,99;244,99;244,99;543,40;543,40
17-05-2018;17 - 18;262,28;262,28;262,28;262,28;262,28;262,28;249,84;262,28;262,28;262,28;262,28;262,28;262,28;262,28;262,28;452,30;452,30
17-05-2018;18 - 19;272,26;268,98;268,98;268,98;268,98;310,54;303,92;303,92;268,98;268,98;268,98;268,98;268,98;268,98;310,54;452,45;452,45
17-05-2018;19 - 20;273,90;272,56;272,56;272,56;272,56;297,29;272,56;272,56;272,56;272,56;272,56;272,56;272,56;272,56;297,29;459,67;459,67
17-05-2018;20 - 21;265,93;265,93;265,93;265,93;265,93;265,93;265,93;265,93;265,93;265,93;265,93;265,93;265,93;265,93;265,93;486,04;486,04
17-05-2018;21 - 22;262,05;262,05;262,05;262,05;262,05;262,05;262,05;262,05;262,05;262,05;262,05;262,05;262,05;262,05;262,05;437,55;437,55
17-05-2018;22 - 23;255,72;255,72;255,72;255,72;255,72;255,72;255,72;255,72;255,72;255,72;255,72;255,72;255,72;255,72;255,72;342,72;342,72
17-05-2018;23 - 00;216,47;215,65;215,65;215,65;215,65;215,65;215,65;215,65;215,65;215,65;215,65;218,92;218,92;218,92;215,65;215,65;215,65
18-05-2018;00 - 01;218,32;148,82;148,82;148,82;148,82;148,82;148,82;148,82;148,82;148,82;148,82;267,62;267,62;267,62;148,82;148,82;148,82
18-05-2018;01 - 02;176,45;114,26;114,26;114,26;114,26;114,26;114,26;114,26;114,26;114,26;114,26;267,77;267,77;267,77;114,26;114,26;114,26
18-05-2018;02 - 03;167,44;44,69;44,69;44,69;44,69;44,69;44,69;44,69;44,69;44,69;44,69;267,70;267,70;267,70;44,69;44,69;44,69
18-05-2018;03 - 04;167,37;44,39;44,39;44,39;44,39;44,39;44,39;44,39;44,39;44,39;44,39;267,55;267,55;267,55;44,39;44,39;44,39
18-05-2018;04 - 05;122,75;35,53;35,53;35,53;35,53;35,53;35,53;35,53;35,53;35,53;35,53;267,62;267,62;267,62;35,53;35,53;35,53
18-05-2018;05 - 06;248,63;239,99;239,99;239,99;239,99;239,99;239,99;239,99;239,99;239,99;239,99;267,55;267,55;267,55;239,99;239,99;239,99
18-05-2018;06 - 07;273,81;261,44;261,44;261,44;261,44;343,45;311,65;311,65;261,44;261,44;261,44;267,48;267,48;267,48;343,45;343,45;343,45
18-05-2018;07 - 08;293,92;285,65;285,65;285,65;377,79;435,07;377,79;377,79;285,65;285,65;285,65;285,65;285,65;285,65;435,07;435,07;435,07
18-05-2018;08 - 09;299,80;293,32;293,32;293,32;363,64;455,33;363,64;363,64;293,32;293,32;293,32;293,32;293,32;293,32;455,33;455,33;455,33
18-05-2018;09 - 10;299,36;293,99;293,99;293,99;320,06;455,10;320,06;320,06;293,99;293,99;293,99;293,99;293,99;293,99;455,10;455,10;455,10
18-05-2018;10 - 11;298,46;294,74;294,74;294,74;311,35;449,67;311,35;311,35;294,74;294,74;294,74;294,74;294,74;294,74;449,67;449,67;449,67
18-05-2018;11 - 12;295,78;293,47;293,47;293,47;293,47;452,57;293,47;293,47;293,47;293,47;293,47;293,47;293,47;293,47;452,57;452,57;452,57
18-05-2018;12 - 13;290,79;283,42;283,42;283,42;283,42;451,08;283,42;283,42;283,42;283,42;283,42;283,42;283,42;283,42;451,08;451,08;451,08
18-05-2018;13 - 14;283,19;277,08;277,08;277,08;277,08;393,88;277,08;277,08;277,08;277,08;277,08;277,08;277,08;277,08;393,88;455,25;455,25
18-05-2018;14 - 15;272,17;271,80;271,80;271,80;271,80;271,80;271,80;271,80;271,80;271,80;271,80;271,80;271,80;271,80;271,80;441,55;441,55
18-05-2018;15 - 16;262,71;262,63;262,63;262,63;262,63;262,63;262,63;262,63;262,63;262,63;262,63;262,63;262,63;262,63;262,63;424,04;424,04
18-05-2018;16 - 17;271,87;271,42;271,42;271,42;271,42;271,42;271,42;271,42;271,42;271,42;271,42;271,42;271,42;271,42;271,42;389,18;389,18
18-05-2018;17 - 18;284,46;282,82;282,82;282,82;309,71;282,82;309,71;309,71;282,82;282,82;282,82;282,82;282,82;282,82;282,82;352,17;352,17
18-05-2018;18 - 19;290,64;283,79;283,79;283,79;283,79;338,39;346,13;346,13;283,79;283,79;283,79;283,79;283,79;283,79;338,39;354,92;354,92
18-05-2018;19 - 20;290,42;281,78;281,78;281,78;281,78;335,78;364,60;364,60;281,78;281,78;281,78;281,78;281,78;281,78;335,78;389,56;389,56
18-05-2018;20 - 21;277,23;272,76;272,76;272,76;272,76;272,76;352,84;352,84;272,76;272,76;272,76;272,76;272,76;272,76;272,76;400,51;400,51
18-05-2018;21 - 22;274,70;269,93;269,93;269,93;269,93;269,93;352,46;324,83;269,93;269,93;269,93;269,93;269,93;269,93;269,93;366,54;366,54
18-05-2018;22 - 23;267,40;261,81;261,81;261,81;261,81;261,81;334,88;310,83;261,81;261,81;261,81;261,81;261,81;261,81;261,81;320,73;320,73
18-05-2018;23 - 00;251,83;251,24;251,24;251,24;251,24;251,24;309,49;251,24;251,24;251,24;251,24;251,24;251,24;251,24;251,24;251,24;251,24
19-05-2018;00 - 01;277,96;277,29;277,29;277,29;277,29;277,29;312,15;277,29;277,29;277,29;277,29;277,29;277,29;277,29;277,29;277,29;277,29
19-05-2018;01 - 02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02;262,02
19-05-2018;02 - 03;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27;254,27
19-05-2018;03 - 04;253,01;253,01;253,01;253,01;253,01;253,01;258,00;253,01;253,01;253,01;253,01;253,01;253,01;253,01;253,01;253,01;253,01
19-05-2018;04 - 05;251,67;251,67;251,67;251,67;251,67;251,67;257,33;251,67;251,67;251,67;251,67;251,67;251,67;251,67;251,67;251,67;251,67
19-05-2018;05 - 06;252,11;252,04;252,04;252,04;252,04;252,04;260,01;252,04;252,04;252,04;252,04;252,04;252,04;252,04;252,04;252,04;252,04
19-05-2018;06 - 07;261,35;259,71;259,71;259,71;259,71;259,71;297,03;259,71;259,71;259,71;259,71;259,71;259,71;259,71;259,71;259,71;259,71
19-05-2018;07 - 08;267,09;262,39;262,39;262,39;262,39;262,39;350,13;262,39;262,39;262,39;262,39;262,39;262,39;262,39;262,39;320,41;320,41
19-05-2018;08 - 09;278,48;274,76;274,76;274,76;274,76;274,76;350,28;274,76;274,76;274,76;274,76;274,76;274,76;274,76;274,76;320,64;320,64
19-05-2018;09 - 10;284,44;283,55;283,55;283,55;283,55;283,55;320,04;283,55;283,55;283,55;283,55;283,55;283,55;283,55;283,55;320,79;320,79
19-05-2018;10 - 11;279,67;280,34;280,34;280,34;280,34;280,34;252,19;280,34;280,34;280,34;280,34;280,34;280,34;280,34;280,34;320,56;320,56
19-05-2018;11 - 12;265,52;264,70;264,70;264,70;264,70;264,70;256,29;264,70;264,70;264,70;264,70;264,70;264,70;264,70;264,70;264,70;264,70
19-05-2018;12 - 13;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81;256,81
19-05-2018;13 - 14;252,11;252,11;252,11;252,11;252,11;252,11;252,11;252,11;252,11;252,11;252,11;252,11;252,11;252,11;252,11;320,71;320,71
19-05-2018;14 - 15;242,58;242,80;242,80;242,80;242,80;242,80;242,80;242,80;242,80;242,80;242,80;242,80;242,80;242,80;242,80;320,71;320,71
19-05-2018;15 - 16;239,83;239,97;239,97;239,97;239,97;239,97;236,70;239,97;239,97;239,97;239,97;239,97;239,97;239,97;239,97;320,26;320,26
19-05-2018;16 - 17;239,97;240,20;240,20;240,20;240,20;240,20;232,38;240,20;240,20;240,20;240,20;240,20;240,20;240,20;240,20;240,20;240,20
19-05-2018;17 - 18;259,49;259,49;259,49;259,49;259,49;259,49;267,31;259,49;259,49;259,49;259,49;259,49;259,49;259,49;259,49;330,77;330,77
19-05-2018;18 - 19;281,39;278,63;278,63;278,63;278,63;278,63;319,97;319,97;278,63;278,63;278,63;278,63;278,63;278,63;278,63;320,26;320,26
19-05-2018;19 - 20;279,30;273,71;273,71;273,71;273,71;273,71;324,66;324,66;273,71;273,71;273,71;273,71;273,71;273,71;273,71;314,60;314,60
19-05-2018;20 - 21;267,90;266,34;266,34;266,34;266,34;266,34;317,73;317,73;266,34;266,34;266,34;266,34;266,34;266,34;266,34;343,35;343,35
19-05-2018;21 - 22;268,05;267,61;267,61;267,61;267,61;267,61;305,59;305,59;267,61;267,61;267,61;267,61;267,61;267,61;267,61;342,91;342,91
19-05-2018;22 - 23;265,74;265,60;265,60;265,60;265,60;265,60;279,90;272,52;265,60;265,60;265,60;265,60;265,60;265,60;265,60;298,59;298,59
19-05-2018;23 - 00;236,62;236,10;236,10;236,10;236,10;236,10;228,65;236,10;236,10;236,10;236,10;236,10;236,10;236,10;236,10;236,10;236,10
20-05-2018;00 - 01;242,11;242,11;242,11;242,11;242,11;242,11;222,97;242,11;242,11;242,11;242,11;242,11;242,11;242,11;242,11;253,43;253,43
20-05-2018;01 - 02;206,36;206,36;206,36;206,36;206,36;206,36;206,36;206,36;206,36;206,36;206,36;206,36;206,36;206,36;206,36;253,50;253,50
20-05-2018;02 - 03;170,62;169,05;169,05;169,05;169,05;169,05;169,05;169,05;170,69;170,69;170,69;170,69;170,69;170,69;169,05;169,05;169,05
20-05-2018;03 - 04;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38;168,38
20-05-2018;04 - 05;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12;134,12
20-05-2018;05 - 06;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05;127,05
20-05-2018;06 - 07;169,05;169,05;169,05;169,05;169,05;169,05;169,05;169,05;169,05;169,05;169,05;169,05;169,05;169,05;169,05;186,33;186,33
20-05-2018;07 - 08;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24;205,24
20-05-2018;08 - 09;235,70;235,70;235,70;235,70;235,70;235,70;235,70;235,70;235,70;235,70;235,70;235,70;235,70;235,70;235,70;313,83;313,83
20-05-2018;09 - 10;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;299,53;299,53
20-05-2018;10 - 11;245,31;245,31;245,31;245,31;245,31;245,31;245,31;245,31;245,31;245,31;245,31;245,31;245,31;245,31;245,31;320,23;320,23
20-05-2018;11 - 12;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;320,23;320,23
20-05-2018;12 - 13;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;320,30;320,30
20-05-2018;13 - 14;198,77;198,77;198,77;198,77;198,77;198,77;198,77;198,77;198,77;198,77;198,77;198,77;198,77;198,77;198,77;315,76;315,76
20-05-2018;14 - 15;170,47;170,47;170,47;170,47;170,47;170,47;170,47;170,47;170,47;170,47;170,47;170,47;170,47;170,47;170,47;302,28;302,28
20-05-2018;15 - 16;143,43;143,43;143,43;143,43;143,43;143,43;143,43;143,43;143,43;143,43;143,43;143,43;143,43;143,43;143,43;291,71;291,71
20-05-2018;16 - 17;154,68;154,68;154,68;154,68;154,68;154,68;154,68;154,68;154,68;154,68;154,68;154,68;154,68;154,68;154,68;293,27;293,27
20-05-2018;17 - 18;192,88;192,88;192,88;192,88;192,88;192,88;192,88;192,88;192,88;192,88;192,88;192,88;192,88;192,88;192,88;296,92;296,92
20-05-2018;18 - 19;220,88;220,88;220,88;220,88;220,88;220,88;220,88;220,88;220,88;220,88;220,88;220,88;220,88;220,88;220,88;296,92;296,92
20-05-2018;19 - 20;208,00;208,00;208,00;208,00;208,00;208,00;208,00;208,00;208,00;208,00;208,00;208,00;208,00;208,00;208,00;296,40;296,40
20-05-2018;20 - 21;187,89;187,89;187,89;187,89;187,89;187,89;187,89;187,89;187,89;187,89;187,89;187,89;187,89;187,89;187,89;315,02;315,02
20-05-2018;21 - 22;192,14;192,14;192,14;192,14;192,14;192,14;192,14;192,14;192,14;192,14;192,14;192,14;192,14;192,14;192,14;315,84;315,84
20-05-2018;22 - 23;160,79;160,79;160,79;160,79;160,79;160,79;160,79;160,79;160,79;160,79;160,79;160,79;160,79;160,79;160,79;291,78;291,78
20-05-2018;23 - 00;113,72;113,72;113,72;113,72;113,72;113,72;113,72;113,72;113,72;113,72;113,72;113,72;113,72;113,72;113,72;198,02;198,02
21-05-2018;00 - 01;70,52;29,12;29,12;29,12;29,12;29,12;29,12;29,12;205,84;205,84;205,84;170,47;170,47;170,47;29,12;223,42;223,42
21-05-2018;01 - 02;34,93;22,64;22,64;22,64;22,64;22,64;22,64;22,64;154,83;154,83;154,83;110,44;110,44;110,44;22,64;22,64;22,64
